id;nom;nom_officiel;type;statut;commune;adresse;telephone;email;site_web;formation;filiere;diplomes;date_creation;description;capacite;photo;source;latitude;longitude;createdAt;updatedAt;createdBy;updatedBy;dataStatus;isDeleted
"126";"ESEBAT";"ESEBAT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.693542513054515";"-17.45623387998624";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"128";"ESCOA";"ESCOA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.693591670882443";"-17.462354477057037";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"129";"INSTITUT DES LANGUES ÉTRANGÈRES APPLIQUÉES";"INSTITUT DES LANGUES ÉTRANGÈRES APPLIQUÉES";"";"2";"FANN POINT E AMITIE";"";"338645070";"ilea@ucad.edu.sn";"";"";"LICENCE PRO:Langue et affaires internationales, Langue et communication, Langue et métiers du numérique, Langue et tourisme, Langue chinois et affaires internationales; MASTER PRO: Master de langue et tourisme, Master en traduction et en interprétatio";"CERTIFICATION EN LANGUES(CL) ; DIPLOMES DE TECHNICIENS SUPÉRIEURS ; LICENCE ; MASTER";"";"";"";"DCIM/JPEG_20260204143331798.jpg";"Fusion_final";"14.690187633333332";"-17.460820533333333";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"13";"NAD Beauty";"NAD Beauty";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.704256464755597";"-17.44729669393486";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"130";"Centre d'Etudes des Sciences et Techniques de l'Information (CESTI)";"Centre d'Etudes des Sciences et Techniques de l'Information (CESTI)";"";"2";"FANN POINT E AMITIE";"";"338246875";"cesti@ucad.edu.sn";"";"";"Diplôme spécialisé en journalisme et communication (DSJC), Master en médias et communication";"Diplôme spécialisé en journalisme et communication (DSJC); Master en médias et communication";"";"";"";"";"Fusion_final";"14.689189683333327";"-17.461208666666668";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"131";"ECOLE SUPÉRIEURE POLYTECHNIQUE (ESP)";"ECOLE SUPÉRIEURE POLYTECHNIQUE (ESP)";"";"2";"FANN POINT E AMITIE";"";"338240540";"esp@esp.sn";"";"";"Génie chimique et Biologie appliquée ; Génie Civil; Génie Électrique; Génie Informatique, Génie mécanique ; Gestion";"Diplôme Supérieur de Technologie ( DST), ; Diplôme Universitaire de Technologie ( DUT) ; Licence, Master ; Diplôme d'Ingénieur Technologique (DIT) ; Diplôme d'Ingénieur de Conception ( DIC),";"";"";"";"DCIM/JPEG_20260204114217710.jpg";"Fusion_final";"14.682508966666663";"-17.466609033333334";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"132";"ECOLE NORMALE SUPÉRIEURE D'ENSEIGNEMENT TECHNIQUE ET PROFESSIONNELLES ( ENSEPT)";"ECOLE NORMALE SUPÉRIEURE D'ENSEIGNEMENT TECHNIQUE ET PROFESSIONNELLES ( ENSEPT)";"";"2";"FANN POINT E AMITIE";"";"338217669";"ensept@ucad.edu.sn";"https://ensetp.ucad.sn/";"Formation de formateurs de l'enseignement technique et de la formation professionnelle ; psychologues-conseillers ; cadres de contrôle et d'encadrement";"ÉCONOMIE FAMILIALE :  Formation en Métiers de la Restauration, Formation Licence en nutrition humaine et diététique, Formation en Éducation et promotion santé, Formation en Technologies des métiers de l'habillement. FORMATION PSYCHOLOGUE CONSEILLE";"CAEMPT_Certificat d'aptitude à l'enseignement Moyen et Professionnel Technique ; CAIS__Certificat d'aptitude au fonctions d'inspecteur de spécialité ; CAESTP_Certificat d'aptitude à l'enseignement Secondaire Technique ; Licence Professionnelle ; Master";"PyQt6.QtCore.QDate(2026, 2, 4)";"Établissement public de l'Université Cheikh Anta Diop de Dakar ayant rang de faculté.";"";"DCIM/JPEG_20260204121630952.jpg";"Fusion_final";"14.678123466666671";"-17.46620963333334";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"133";"ECOLE DE BIBLIOTHÉCAIRE ARCHIVISTES ET DOCUMENTALISTE";"ECOLE DE BIBLIOTHÉCAIRE ARCHIVISTES ET DOCUMENTALISTE";"";"2";"FANN POINT E AMITIE";"";"338257660";"ebad@ucad.edu.sn";"https://ebad.ucad.sn/";"Licence ; Master ; Doctorat ; e-learning ; formations à la carte";"Licence :Archives, bibliothèque, documentation; Master: Ingégnerie documentaire, Technologie de l'information; Valorisation du patrimoine documentaire,";"Licence ; Master ; Doctorat";"PyQt6.QtCore.QDate(2026, 2, 4)";"";"";"DCIM/JPEG_20260204155925938.jpg";"Fusion_final";"14.6864513";"-17.46222776666667";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"134";"ISAE(INSTITUT SUPÉRIEUR D'AGRICULTURE ET ENTREPRENARIAT)";"ISAE(INSTITUT SUPÉRIEUR D'AGRICULTURE ET ENTREPRENARIAT)";"";"2";"FANN POINT E AMITIE";"";"774160658";"isae@ucad.edu.sn";"";"";"";"Attestation";"PyQt6.QtCore.QDate(2016, 3, 9)";"";"";"DCIM/JPEG_20260204164843796.jpg";"Fusion_final";"14.684617";"-17.46471";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"135";"Institut supérieur de l'environnement";"Institut supérieur de l'environnement";"";"2";"FANN POINT E AMITIE";"";"771851981";"ise.fst@ucad.edu.sn";"";"";"Licence Professionnelle Sciences de l'Environnement(LPE); Master Sciences de l'Environnement (ENVI); Master Gestion des Ressources Naturelles et Développement Durable (GERENAD); Master Responsabilité Sociale et Environnemental (RSE); Master Environneme";"Licence ; Master";"";"";"";"DCIM/JPEG_20260204164622274.jpg";"Fusion_final";"14.6841212";"-17.4645736";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"136";"ECOLE NATIONALE SUPÉRIEURE DES MINES ET DE LA GEOLOGIE ex IST";"ECOLE NATIONALE SUPÉRIEURE DES MINES ET DE LA GEOLOGIE ex IST";"";"2";"FANN POINT E AMITIE";"";"777454213";"Secrétariat.ist(at)ucad.edu.sn";"";"";"Licence Professionnelle Géotechnique Géominier; Ingénieur Géologue ; Master Géotechnique";"Diplôme d'ingénieur";"";"";"";"DCIM/JPEG_20260204174745263.jpg";"Fusion_final";"14.689314566666663";"-17.4604975";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"137";"Institut de Formation en Administration et Création D'ENTREPRISE";"Institut de Formation en Administration et Création D'ENTREPRISE";"";"3";"FANN POINT E AMITIE";"";"338248016";"iface@ucad.edu.sn";"";"";"Diplôme Universitaire de Gestion ( cours du jour); Licence Professionnelle en Science de Gestion (LPSG); Master Professionnelle en Sciences de Gestion (LPSG)";"Diplôme ; Attestation";"PyQt6.QtCore.QDate(2026, 2, 5)";"";"";"DCIM/JPEG_20260204175845348.jpg";"Fusion_final";"14.6900454";"-17.460110916666668";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"138";"CFPT Sénégal Japon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.742074552293474";"-17.46988289522711";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"139";"Cfp dakar";"Cfp dakar";"";"2";"GRAND YOFF";"";"770926721";"cretfdakar24@gmail.com";"";"";"";"";"";"";"";"";"Fusion_final";"14.7382314687072";"-17.45715558004693";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"14";"Institut de Management et de technologie (IMTECH Nelson MANDELA)";"Institut de Management et de technologie (IMTECH Nelson MANDELA)";"";"1";"BISCUITERIE";"";"338255821";"Info@imtech-nelsonmandela.com";"files/20260204111319926_image_0001.jpg";"Droit-économie-gestion ; sciences et technologies ; certifications Cisco et Linux";"Gestion ; banque & finance ; droit public & privé ; technologies de l'informatique ; électromécanique ; biotechnologies";"";"2026-02-04";"";"";"";"Fusion_final";"14.720285863273752";"-17.448206793536915";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"140";"IFAMS";"IFAMS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.742760696319648";"-17.460481248717382";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"141";"Centre de formation en couture";"Centre de formation en couture";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.733527074395607";"-17.455292224725262";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"142";"Abx centre de formation professionnelle et technique";"Abx centre de formation professionnelle et technique";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.72720789905197";"-17.444679898703207";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"143";"ASSAPE-CEPPE PROJET";"ASSAPE-CEPPE PROJET";"1";"1";"GRAND YOFF";"";"786061010";"";"";"1";"";"CAP ; BT ; BEP ; CPS";"";"";"";"";"Fusion_final";"14.728332532349702";"-17.445175145783068";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"145";"Assafin";"Assafin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.732567413240359";"-17.44449552023926";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"146";"Centre de formation routier pour enfants";"Centre de formation routier pour enfants";"1";"3";"HLM";"";"";"";"";"1";"Code de la route";"";"2015-01-01";"";"";"DCIM/JPEG_20260114104020281.JPG";"Fusion_final";"14.698728519437084";"-17.444249070938557";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"147";"Institut de santé paul correa";"Institut de santé paul correa";"1";"1";"HLM";"";"338645813";"ecolecentrepaulcorreahlm6@gmail.com";"";"1";"";"Diplôme d’Etat ; Diplôme sage femme ; Diplôme assistante ; Diplôme infirmier d’état ; Vendeur en pharmacie ; Assistant dentaire, maternelle";"2004-01-01";"";"";"DCIM/JPEG_20260114112354849.JPG";"Fusion_final";"14.704113982671158";"-17.44260242068604";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"148";"Centre socio culturel de cameberene";"Centre socio culturel de cameberene";"1";"3";"CAMBERENE";"";"775563743";"";"";"1 ; 2";"Couturière";"";"2026-01-14";"";"";"DCIM/JPEG_20260114134246394.jpg";"Fusion_final";"14.770225156112364";"-17.430959818900963";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"15";"Université Dakar Bourguiba";"Université Dakar Bourguiba";"";"1";"BISCUITERIE";"";"+221 33 825 36 11";"";"https://www.udb.sn/";"Enseignement supérieur professionnalisé et pluridisciplinaire";"";"Diplômes reconnus/accrédités CAMES et ANAQ-SUP";"";"";"";"";"Fusion_final";"14.718931566279705";"-17.449566007437156";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"150";"Centre d’apprentissage populaire";"Centre d’apprentissage populaire";"1";"1";"MALIKA";"";"338";"";"files/20260204121727266_image_0001.jpg";"1 ; 2";"";"Couture ; Restauration ; Cap ; Mecanique a ; Electricite";"2011-02-01";"";"";"DCIM/JPEG_20260204121927224.jpg";"Fusion_final";"14.794385905787557";"-17.336158117273715";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"152";"Centre dapprentissage populaire";"Centre dapprentissage populaire";"1";"1";"MALIKA";"";"";"";"";"1 ; 2";"Cuisine";"Cap";"2011-01-01";"";"";"DCIM/JPEG_20260204123921880.jpg";"Fusion_final";"14.797429866648905";"-17.33798958963234";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"153";"Syscom university";"Syscom university";"1";"1";"MALIKA";"";"773301598";"";"";"1";"Les metiers de linformatique transportn logistique marketing et communication entreprenariat restauratio";"CAP ; BEP ; Attestation professionel ; Bts ; Certicat de specialite";"2024-01-01";"";"";"";"Fusion_final";"14.797830673270838";"-17.337928157085308";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"156";"UPOA (Université Polytechnique de L'Ouest Africain)";"UPOA (Université Polytechnique de L'Ouest Africain)";"";"3";"NGOR";"";"338208151";"upoa@upoa.edu.sn";"";"";"";"Licence et Master";"2026-01-15";"";"";"";"Fusion_final";"14.7395508";"-17.5109069";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"157";"IPP (Institut Polytechnique Panafricain)";"IPP (Institut Polytechnique Panafricain)";"1";"";"NGOR";"";"338604532";"www.ippdakar.com";"";"1";"";"Licence et Master Architecture ; Licence et Master génie civil ; Licence et Master génie informatique";"";"";"";"";"Fusion_final";"14.744328";"-17.514799";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"158";"Minutedrone DKR";"Minutedrone DKR";"";"1";"";"";"";"";"";"";"";"Certification de telepilotage de drone";"";"";"";"";"Fusion_final";"14.7458686";"-17.5123218";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"159";"Institut EDGE (École de Droit Gestion et Économique)";"Institut EDGE (École de Droit Gestion et Économique)";"1";"1";"NGOR";"";"338653682";"contact@institutedge.org";"";"1 ; 2";"";"Licence (-Droit des Affaires, -Transport Logistique, -Gestion des organisations privées, -Comptabilité, -Markéting et Communication , -Commerce Internationale) ; MASTER I et II (-
Droit et Économie du Sport, -
Droit Numérique, des avancées technologiques et de la cybercriminalité, 
-Droit et Économie de la régulation et de la compliance) ; BTS (-
Comptabilité / Gestion, -
Transport Logistique, -
Commerce International, 
-Marketing, -
Génie Civil) ; BT (-
Comptabilité Gestion, -
Transit, 
-Maintenance Informatique, -
Dessin bâtiment, -
Génie Civil) ; CERTIFICATION (-
Médiation en Afrique, 
-Sponsoring sportif, -
Développeur Web, -
Marketing Digital, -
Outils IA & Cybersécurité, -
Web 3)";"2014-01-01";"";"";"";"Fusion_final";"14.7390309";"-17.5096724";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"16";"Sabdarifa";"Sabdarifa";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Fusion_final";"14.71019951802737";"-17.446825985684146";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"160";"Institut d'Etudes Supérieur de Management et de Droit";"Institut d'Etudes Supérieur de Management et de Droit";"1";"2";"PATTE D'OIE";"";"771686027";"";"";"1";"Gestion des affaires ( marketing, transport logistique-transit, communication digitale, management des ressources humaines, banque finance- assurance, comptabilité...), Droit des affaires, Passation des marchés publics, Audit et contrôle de gestion.";"Licence ; Master";"2012-10-08";"";"";"DCIM/JPEG_20260114104756398.jpg";"Fusion_final";"14.7440035";"-17.445707";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
"162";"Sentech Academy";"Sentech Academy";"1";"1";"PATTE D'OIE";"";"338035849";"sentech.academie@gmail.com";"";"1";"Informatique - bureautique - cyber sécurité- développement web, marketing et communication digitale, Audiovisuel -infographie, webmaster réseaux sociaux";"BT informatique ; BTS informatique";"2021-10-04";"";"";"DCIM/JPEG_20260114113142832.jpg";"Fusion_final";"14.74262498333333";"-17.438890183333335";"2026-09-05T12:00:38.679Z";"2026-09-05T12:00:38.679Z";"geomatquecedt@gmail.com";"geomatquecedt@gmail.com";"publie";"false"
